age,income,loan_amount,credit_score,employment_years,debt_ratio,num_of_past_defaults,loan_purpose,default
32,51286.29,11757.06,644,21,0.342,0,消费,0
56,72444.45,8590.54,732,19,0.423,0,房贷,0
55,45140.61,18606.05,664,0,0.478,0,创业,0
32,85832.43,2907.86,812,24,0.354,0,消费,0
27,34262.65,5354.58,649,19,0.54,0,房贷,0
49,91885.44,13031.21,783,4,0.305,1,消费,0
31,72059.28,8872.6,597,2,0.152,0,车贷,0
53,61379.66,2575.36,563,3,0.225,1,教育,1
26,81793.35,16521.37,653,24,0.34,0,车贷,0
67,76249.19,7135.56,740,22,0.393,0,房贷,0
35,94268.4,4819.87,627,23,0.243,0,消费,0
52,94063.36,10517.77,617,18,0.269,0,消费,0
31,72750.39,4407.38,732,14,0.179,0,房贷,0
43,45821.04,11709.46,709,18,0.434,0,房贷,0
46,53086.8,8942.56,605,15,0.061,1,车贷,0
54,63423.77,7643.07,600,22,0.4,0,消费,0
66,88797.88,7696.16,718,7,0.409,0,房贷,0
54,54959.5,20462.73,546,13,0.209,0,消费,1
49,56795.31,15138.35,736,4,0.22,0,创业,0
24,105663.71,1000.0,708,0,0.483,0,教育,0
37,62705.43,19505.38,500,18,0.344,0,房贷,1
55,51035.9,16390.73,661,4,0.459,0,车贷,0
33,82086.21,15888.88,521,2,0.126,0,房贷,1
61,63765.05,19547.24,576,16,0.337,0,车贷,0
59,34428.82,12127.76,625,6,0.418,0,消费,1
35,87900.11,17270.71,571,16,0.108,0,房贷,0
49,48565.13,8051.99,815,12,0.38,0,车贷,0
49,65958.88,19204.43,720,21,0.701,0,教育,0
31,63500.94,13853.97,756,21,0.248,0,消费,0
52,70062.23,1000.0,650,13,0.299,0,房贷,0
22,16796.37,20809.27,662,22,0.418,0,消费,1
67,57627.81,10904.31,771,11,0.66,0,消费,0
34,89746.42,9720.96,690,10,0.344,0,消费,0
40,92839.8,8237.33,703,0,0.178,0,消费,0
42,43191.61,8860.41,596,2,0.262,1,房贷,1
31,85253.16,13951.9,596,11,0.298,0,教育,1
47,48248.55,3605.57,678,8,0.176,0,消费,0
23,56760.29,1000.0,686,1,0.183,0,创业,0
37,57916.34,2952.04,590,13,0.218,0,房贷,0
64,67393.68,15244.6,685,4,0.571,0,车贷,1
48,87030.06,10623.53,574,2,0.325,0,房贷,1
49,70820.86,21462.14,661,11,0.255,1,消费,1
41,62225.1,11448.24,559,11,0.234,0,消费,0
67,86280.85,19161.36,753,20,0.441,0,教育,0
36,47341.45,6111.08,638,6,0.568,0,房贷,0
57,63301.22,8301.29,611,0,0.332,0,房贷,1
40,86907.19,12080.96,580,2,0.14,1,消费,1
26,76644.74,10750.7,573,10,0.505,0,创业,1
39,54741.31,9956.9,691,12,0.419,0,消费,0
25,31714.95,4587.03,730,21,0.141,0,消费,0
23,71838.88,1000.0,723,22,0.046,0,车贷,0
21,30269.15,17363.64,758,9,0.371,0,创业,0
58,60324.97,16413.71,782,18,0.14,0,消费,0
35,90936.86,6782.11,727,3,0.418,0,车贷,0
54,78128.69,15220.51,625,21,0.225,0,消费,0
55,20479.61,10585.21,672,4,0.341,0,教育,0
69,69409.93,21402.46,502,10,0.311,1,消费,1
45,57978.26,1000.0,705,8,0.357,0,创业,0
44,36978.22,10922.83,670,12,0.455,0,房贷,0
32,72370.47,10244.35,772,16,0.364,0,消费,0
38,54181.77,13369.49,608,14,0.354,0,消费,0
35,54318.25,25065.67,696,12,0.088,0,创业,0
64,67728.99,10948.4,590,20,0.449,0,房贷,1
36,51230.54,18316.62,652,10,0.332,0,消费,1
47,67106.19,10743.56,546,0,0.541,0,房贷,1
28,51946.85,21102.76,755,7,0.23,0,房贷,0
66,53153.85,18399.21,734,22,0.504,1,车贷,0
45,86844.45,9166.82,627,4,0.318,0,教育,1
37,89082.78,8554.94,678,21,0.218,0,创业,0
49,27409.61,16139.17,663,15,0.257,0,房贷,0
28,81435.6,6429.05,617,3,0.142,0,房贷,0
35,95769.0,13620.38,669,24,0.663,0,房贷,0
47,99262.29,8975.73,629,18,0.14,0,车贷,0
66,76448.35,15128.87,729,17,0.456,0,房贷,0
27,41737.25,10631.35,645,22,0.081,0,创业,0
23,78859.58,6113.06,827,1,0.244,0,教育,0
49,45876.45,21395.11,655,12,0.079,0,消费,0
64,57454.77,14036.23,668,15,0.276,0,消费,0
44,73427.81,11544.52,697,21,0.502,1,消费,1
23,47295.29,15569.9,719,7,0.453,0,创业,0
40,39779.19,1000.0,665,18,0.236,0,创业,0
66,75247.01,29766.57,695,2,0.341,0,房贷,0
35,106078.93,12209.85,673,18,0.217,0,创业,0
45,92351.16,1000.0,605,16,0.146,0,教育,1
50,80558.1,22175.3,587,8,0.631,0,车贷,1
34,86542.08,5613.2,709,20,0.291,0,消费,0
27,79029.83,20871.56,766,24,0.33,1,车贷,0
37,74897.81,13033.32,546,20,0.127,0,教育,0
64,84769.59,1000.0,560,22,0.28,0,消费,0
40,34896.01,14220.72,559,16,0.211,0,房贷,1
56,69388.68,13595.53,714,24,0.144,0,房贷,0
29,63219.14,21790.06,720,0,0.349,0,创业,0
58,66735.86,16438.39,592,3,0.164,0,教育,0
68,54849.81,1465.0,814,22,0.109,0,车贷,0
42,76450.73,20519.29,633,14,0.347,0,创业,1
22,47005.58,8480.45,760,11,0.696,0,创业,0
44,53255.19,26622.26,717,24,0.468,0,房贷,0
28,50614.64,8984.37,593,16,0.717,0,车贷,1
31,84006.83,10204.02,631,11,0.269,0,创业,0
33,64742.08,5013.68,599,15,0.137,0,房贷,1
37,54861.69,7761.92,566,12,0.481,0,教育,1
28,56784.55,5515.0,642,10,0.443,0,车贷,0
41,65085.37,21999.82,576,14,0.339,0,消费,1
38,100687.85,1000.0,648,15,0.135,0,房贷,0
50,37796.55,18838.93,795,5,0.36,0,消费,0
38,79861.22,19043.61,709,10,0.264,0,房贷,0
66,75380.97,23709.15,621,14,0.338,0,车贷,0
67,45574.76,12371.97,615,4,0.46,0,房贷,1
51,97271.21,3273.1,632,2,0.248,1,房贷,0
58,76864.17,10540.06,805,1,0.408,1,消费,0
52,53829.87,17054.94,584,0,0.169,0,创业,1
31,24092.91,12720.2,660,14,0.324,0,消费,0
65,70041.23,15117.19,693,1,0.202,0,消费,0
45,64015.6,23604.93,745,19,0.407,0,房贷,0
53,42324.32,16947.03,637,5,0.345,0,车贷,1
58,42040.48,13686.75,593,11,0.297,0,车贷,0
61,84107.22,1000.0,680,20,0.106,0,消费,0
28,21974.71,5337.27,752,15,0.381,0,车贷,0
31,71914.22,8560.26,641,13,0.506,0,创业,1
42,60876.39,1000.0,601,3,0.461,0,消费,1
44,75937.41,2571.22,668,7,0.462,1,创业,1
61,58525.29,9718.15,546,11,0.11,1,教育,1
37,71452.05,11101.4,645,22,0.14,0,消费,0
32,48658.95,16299.39,742,13,0.575,1,车贷,0
66,63917.49,10255.01,721,19,0.137,0,消费,0
52,75759.85,14108.35,650,12,0.304,0,创业,0
35,68319.18,8448.79,776,4,0.554,0,房贷,0
36,73366.75,12357.11,794,11,0.205,0,车贷,0
42,44585.73,15833.27,706,9,0.243,1,车贷,0
48,52005.16,24517.36,557,20,0.221,0,创业,1
40,52386.52,7625.54,528,18,0.251,0,房贷,1
53,58917.23,13225.55,757,12,0.585,0,消费,0
30,94888.82,19387.58,677,8,0.477,0,车贷,0
60,57208.07,1000.0,774,10,0.272,0,消费,0
52,39841.69,28981.52,566,4,0.453,0,教育,1
53,76916.21,22021.76,649,12,0.5,0,房贷,1
22,94626.16,1000.0,732,9,0.537,0,消费,0
53,37253.34,15156.75,609,17,0.597,2,消费,1
53,108401.84,7202.15,731,14,0.366,0,教育,0
61,74133.89,8622.54,651,19,0.299,0,消费,0
33,87745.6,14979.26,662,11,0.22,1,房贷,0
50,97275.58,20928.4,577,3,0.236,1,创业,1
53,86397.59,8040.08,678,4,0.487,1,房贷,1
33,62568.22,8154.19,813,7,0.165,0,房贷,0
46,91789.36,15163.42,687,4,0.188,0,车贷,0
42,70601.19,16861.63,605,0,0.463,1,房贷,1
59,88990.66,3439.38,758,17,0.26,0,车贷,0
22,91397.26,26651.22,607,18,0.271,1,教育,1
58,41000.28,6531.83,780,18,0.405,0,教育,0
59,82474.62,20199.73,571,9,0.587,0,房贷,1
46,60998.38,15839.49,679,21,0.272,0,房贷,0
66,68040.19,17153.75,767,8,0.307,0,消费,0
35,67796.04,6696.41,599,0,0.238,1,消费,1
54,66913.34,1000.0,666,21,0.182,0,车贷,0
62,98517.56,11818.09,741,24,0.172,0,教育,0
64,34938.15,11853.12,502,19,0.356,0,房贷,1
69,27108.45,3856.81,725,2,0.407,0,消费,0
60,22467.62,19802.52,654,12,0.235,0,创业,1
31,88521.17,11562.0,761,5,0.051,0,车贷,0
23,47984.38,5122.88,602,5,0.514,0,消费,1
26,67908.1,16973.11,563,17,0.152,0,车贷,1
29,62476.22,17198.77,622,4,0.3,0,房贷,0
26,45499.75,5911.04,621,16,0.119,0,消费,0
29,83732.5,22483.83,646,24,0.628,0,车贷,1
59,62195.81,31067.57,627,24,0.144,1,消费,1
51,59769.83,2734.74,519,2,0.429,0,消费,1
52,70123.17,10438.6,653,4,0.334,0,创业,0
61,80856.99,14864.58,676,2,0.243,0,教育,0
32,43902.52,31382.21,646,22,0.489,0,教育,0
28,84204.2,5762.89,680,12,0.618,0,车贷,0
28,96896.78,4013.53,666,14,0.519,0,车贷,0
48,33625.31,3955.44,563,16,0.194,0,消费,0
40,71122.58,22382.1,639,14,0.455,1,消费,1
67,58291.71,5983.43,668,4,0.552,0,房贷,0
27,80383.07,4773.86,643,21,0.328,0,创业,0
31,38233.5,13963.22,556,13,0.23,0,消费,1
40,100836.64,14619.88,746,10,0.182,0,消费,0
36,29626.31,21103.67,592,13,0.449,0,创业,1
24,59625.82,12781.37,573,6,0.449,0,教育,1
26,74554.51,14115.92,663,2,0.128,0,房贷,0
42,49900.59,11105.2,638,22,0.352,0,消费,0
46,46445.17,1000.0,702,19,0.282,0,消费,0
23,69889.18,10303.36,721,9,0.19,0,房贷,0
61,66710.72,12534.09,710,10,0.264,0,房贷,0
62,65130.64,8227.5,660,5,0.422,0,房贷,0
34,83891.15,1000.0,699,4,0.056,0,车贷,0
31,56321.6,2352.58,551,19,0.436,0,创业,1
38,72031.04,11665.26,737,21,0.177,0,房贷,0
32,53854.74,19928.4,632,12,0.722,0,消费,1
43,46314.75,26299.41,798,11,0.385,0,消费,0
32,58735.31,10437.44,739,18,0.12,0,消费,0
33,54027.17,5906.57,646,18,0.253,2,房贷,0
45,55126.32,8833.67,661,20,0.097,0,消费,0
65,90637.2,3105.47,743,4,0.267,0,创业,0
39,59409.72,18695.84,502,24,0.258,0,房贷,1
66,50416.05,30169.7,649,19,0.222,0,房贷,0
56,65617.73,6113.45,779,20,0.669,0,消费,0
65,67293.01,1867.65,719,8,0.301,0,消费,0
28,38888.61,20555.11,601,3,0.279,1,消费,1
49,58435.06,14703.44,682,14,0.262,0,创业,0
52,57548.94,14846.9,592,2,0.259,0,消费,1
64,61212.83,25499.48,636,22,0.221,0,车贷,0
38,80961.62,1000.0,683,6,0.14,0,教育,0
26,68006.78,1000.0,696,23,0.6,0,房贷,0
38,92014.62,10625.43,711,19,0.492,0,车贷,0
39,64743.47,12538.93,746,19,0.434,1,教育,0
42,104073.92,8982.94,576,13,0.304,0,车贷,0
57,54862.95,32916.4,662,13,0.342,0,创业,0
52,48069.63,9362.94,600,8,0.499,0,房贷,1
61,77040.66,7318.84,632,22,0.315,0,消费,0
23,95009.8,13056.92,607,2,0.334,0,消费,1
48,34666.33,20252.54,695,8,0.178,0,消费,0
30,60666.21,5833.86,734,20,0.266,0,消费,0
55,51562.8,10750.61,737,3,0.57,0,车贷,0
49,68142.72,20493.92,583,16,0.097,0,创业,1
35,65220.39,20965.85,651,24,0.194,0,车贷,0
53,94598.39,13849.84,581,5,0.716,0,消费,1
27,62615.09,32556.33,578,15,0.109,0,创业,1
32,95245.25,28835.53,614,17,0.296,1,房贷,1
69,58067.79,1000.0,684,12,0.256,0,创业,0
50,85382.6,1000.0,696,6,0.395,1,消费,0
41,70030.59,18763.57,706,2,0.437,0,消费,0
51,103057.48,23605.61,701,5,0.171,0,车贷,0
44,32505.67,10089.55,601,23,0.311,1,创业,0
40,39395.13,7731.34,743,2,0.174,0,房贷,0
57,105295.69,5027.53,716,11,0.125,0,教育,0
24,48868.17,2071.9,631,4,0.282,0,消费,0
48,50264.33,21658.91,634,21,0.263,1,消费,0
64,45734.08,8758.99,614,16,0.223,0,房贷,0
40,90265.81,14565.31,570,9,0.333,0,房贷,1
44,37423.93,1000.0,707,6,0.286,1,消费,0
69,65493.91,20519.3,718,3,0.328,0,车贷,0
52,59156.32,16996.11,595,9,0.367,0,房贷,1
61,87803.34,1000.0,574,6,0.57,0,房贷,1
56,52598.98,14201.74,594,22,0.076,0,消费,0
54,74136.0,12040.32,668,10,0.323,1,消费,0
56,39233.24,8173.68,563,20,0.253,1,消费,1
22,115026.7,1000.0,739,7,0.182,0,房贷,0
35,59728.97,6387.2,735,7,0.393,0,消费,0
54,65192.8,14570.66,690,4,0.251,1,创业,0
56,101404.6,7337.2,717,4,0.116,0,教育,0
26,52093.2,10115.59,664,6,0.597,0,房贷,0
59,101682.41,24722.43,693,21,0.071,0,创业,0
62,55947.63,11341.18,569,3,0.165,0,房贷,1
32,79777.36,1000.0,757,1,0.213,0,消费,0
23,52401.0,10428.77,626,23,0.374,0,教育,0
65,35167.2,12844.85,651,18,0.361,0,消费,0
38,74121.08,4984.49,834,1,0.281,0,教育,0
60,79077.87,18245.36,645,15,0.175,0,教育,0
41,36050.51,1000.0,712,11,0.343,0,创业,0
35,58244.72,10829.2,696,14,0.339,0,创业,0
53,91416.7,1000.0,567,9,0.408,0,教育,1
55,78202.62,9486.65,590,22,0.051,1,教育,0
46,56305.27,18019.1,803,5,0.338,0,消费,0
28,51854.43,10625.72,701,23,0.393,1,消费,0
56,107861.38,10129.55,659,12,0.509,0,车贷,0
68,33167.49,12236.05,623,5,0.469,1,教育,1
50,63697.63,12661.02,682,22,0.624,1,房贷,1
43,32776.67,17896.89,689,1,0.435,0,消费,1
62,93925.92,17948.43,676,13,0.385,1,消费,0
64,64843.28,24084.42,735,17,0.29,0,房贷,0
34,68919.83,13424.74,599,5,0.179,0,车贷,1
34,125915.63,1000.0,590,24,0.18,0,教育,0
22,51943.6,19292.56,733,18,0.235,0,消费,0
57,103468.67,23473.51,808,13,0.153,0,消费,0
25,56403.9,32924.41,719,12,0.315,0,车贷,0
58,59862.73,24339.5,751,7,0.382,0,房贷,0
65,123039.86,7832.46,655,4,0.512,0,消费,1
61,61456.01,13591.06,679,12,0.561,0,教育,0
67,34763.83,9699.67,678,5,0.191,0,消费,0
34,71202.21,8544.52,656,21,0.111,0,消费,0
59,61199.79,11035.37,759,18,0.482,1,教育,0
45,73076.11,22928.82,738,10,0.209,0,消费,0
40,62060.85,1000.0,632,15,0.37,0,创业,0
22,113741.98,3478.36,545,4,0.114,1,消费,1
59,77248.19,22365.69,656,11,0.274,0,房贷,0
26,41350.78,24356.18,579,16,0.256,1,消费,1
37,67740.03,6394.29,662,1,0.258,0,教育,0
45,47408.14,26031.36,585,9,0.574,0,车贷,1
48,59550.3,20295.0,748,14,0.287,0,消费,0
22,44970.3,9724.03,708,18,0.636,0,教育,0
55,111356.61,1000.0,706,19,0.487,0,消费,0
57,49789.54,1000.0,735,24,0.371,0,房贷,0
25,80126.42,6405.5,687,16,0.437,0,车贷,0
21,57883.45,18459.46,698,18,0.48,0,房贷,0
60,39514.91,18486.35,760,18,0.612,1,消费,0
32,69348.28,8035.18,651,12,0.203,0,创业,0
56,73815.22,10034.17,702,12,0.139,0,消费,0
65,77289.78,11723.91,586,15,0.483,0,消费,0
43,10000.0,10140.73,666,21,0.456,0,房贷,1
67,37833.39,13390.89,818,20,0.251,0,教育,0
51,86066.2,11744.65,717,2,0.439,0,教育,0
31,44680.65,1000.0,654,3,0.323,0,房贷,0
30,69464.77,10235.73,679,6,0.352,0,消费,0
23,37323.46,11807.92,659,2,0.191,0,车贷,0
34,81095.22,20413.29,676,8,0.129,0,消费,0
36,85487.93,4933.9,632,7,0.095,1,车贷,0
30,81102.02,13733.2,695,17,0.449,0,创业,0
49,87716.25,16784.14,697,20,0.56,0,房贷,0
30,99405.8,10739.05,660,13,0.361,0,房贷,0
32,39170.37,1000.0,670,19,0.302,0,创业,0
50,47649.22,20585.59,684,4,0.259,0,房贷,0
61,84745.96,18350.7,623,2,0.192,0,消费,0
21,89864.83,13944.57,694,9,0.164,0,车贷,0
25,50164.46,12342.81,715,10,0.174,0,消费,0
40,48634.51,1000.0,763,16,0.462,0,消费,0
28,50651.3,18584.58,682,7,0.597,0,消费,1
63,29687.91,24634.37,621,8,0.228,0,房贷,0
32,37028.95,2533.16,653,7,0.357,0,消费,0
21,37559.56,23432.66,580,19,0.202,0,教育,1
40,58529.83,21617.39,711,1,0.386,0,教育,0
48,70958.4,2282.84,516,3,0.268,0,车贷,1
63,74536.4,8649.78,732,15,0.399,0,创业,0
57,53811.63,1000.0,740,8,0.057,0,消费,0
67,54352.28,11446.32,455,8,0.409,1,车贷,1
57,67720.55,15810.7,749,20,0.236,0,消费,0
32,32087.68,1000.0,732,4,0.31,0,教育,0
57,86107.69,15279.32,640,2,0.607,0,消费,1
69,93278.48,17432.57,577,13,0.436,0,房贷,1
69,51237.23,17554.57,601,14,0.224,1,车贷,1
64,56234.4,15863.27,607,5,0.303,0,车贷,1
48,92352.87,1557.83,752,15,0.449,0,消费,0
67,62292.86,10967.47,629,22,0.502,0,房贷,0
35,77941.4,14994.99,723,9,0.615,0,车贷,0
26,62969.28,24418.72,651,13,0.678,0,消费,1
64,99238.76,12020.96,664,11,0.404,1,房贷,1
40,75781.75,15617.1,550,8,0.117,0,房贷,1
34,77048.43,4077.77,580,22,0.277,0,消费,0
22,77458.74,2183.4,751,18,0.209,1,消费,0
29,52787.5,1093.89,649,11,0.233,0,消费,0
57,54808.74,8427.72,681,12,0.333,0,教育,0
40,81923.4,29527.43,786,22,0.134,0,房贷,0
46,67781.08,8582.35,651,12,0.361,0,消费,0
49,39092.56,15099.32,647,16,0.573,0,房贷,1
21,106208.3,16735.33,744,1,0.482,0,车贷,0
55,86517.58,2722.0,661,19,0.183,0,房贷,0
26,65827.78,8301.59,682,22,0.537,0,消费,0
57,58982.98,17307.53,730,8,0.555,0,教育,0
25,69370.87,15640.78,660,20,0.489,0,创业,0
53,76385.44,1000.0,715,7,0.298,0,房贷,0
69,20273.98,17052.49,652,6,0.481,1,消费,1
34,111471.69,7316.58,729,4,0.155,0,教育,0
32,47622.55,7539.05,689,18,0.193,0,车贷,0
62,64958.08,15441.36,644,2,0.252,1,消费,0
40,65767.07,24944.96,665,12,0.436,0,消费,1
44,108930.7,10296.31,489,5,0.221,2,教育,1
63,63061.28,22021.93,744,10,0.054,0,房贷,0
54,99947.16,1000.0,572,3,0.599,2,创业,1
45,73948.0,13111.32,585,2,0.45,0,车贷,1
49,43838.53,7401.03,629,3,0.374,0,创业,0
59,67963.56,14397.06,534,2,0.494,0,消费,1
51,62392.81,9481.39,693,12,0.339,0,消费,0
67,41150.45,1000.0,685,14,0.106,0,房贷,0
63,72869.9,4457.02,626,11,0.161,1,教育,0
43,65486.26,1000.0,613,14,0.522,1,教育,0
64,77241.28,1000.0,611,10,0.472,0,车贷,0
58,69253.76,16082.76,703,10,0.19,0,房贷,0
40,50675.74,9866.18,548,12,0.456,0,车贷,1
43,81903.35,13962.35,631,11,0.6,0,房贷,0
65,51263.24,27432.41,553,5,0.287,1,车贷,1
36,10000.0,9484.24,714,22,0.478,0,房贷,0
62,67830.36,17391.41,636,19,0.424,0,消费,0
28,52810.38,12239.15,698,18,0.313,0,消费,0
41,73406.87,35482.82,747,18,0.207,1,创业,0
21,108975.18,1000.0,749,2,0.152,0,车贷,0
28,109610.27,5899.87,588,15,0.216,0,消费,0
49,61367.3,17559.2,682,8,0.191,1,消费,1
52,46816.67,5600.3,738,13,0.556,1,消费,0
58,77863.03,16811.61,709,2,0.492,0,教育,0
25,56855.04,11489.33,716,2,0.711,0,消费,1
67,73619.08,19352.07,535,23,0.352,0,房贷,1
42,50461.06,2376.96,708,19,0.342,0,房贷,0
67,70515.23,13469.16,604,6,0.223,0,房贷,0
54,47136.57,15961.15,707,18,0.148,0,车贷,0
21,91053.58,13120.21,705,23,0.504,0,消费,0
46,52020.49,13270.01,701,2,0.115,0,消费,0
63,79544.26,22220.66,652,20,0.152,0,消费,0
30,37175.12,1000.0,752,0,0.397,0,车贷,0
50,82185.82,13062.22,696,11,0.118,0,消费,0
38,43739.55,1722.24,683,20,0.163,0,房贷,0
37,70745.89,18439.69,595,5,0.279,0,房贷,1
46,87510.42,4877.56,688,6,0.235,0,消费,0
28,60600.38,1000.0,799,1,0.257,0,消费,0
67,42358.33,18642.47,563,17,0.334,0,消费,1
60,75929.88,9718.84,711,24,0.55,0,车贷,0
69,46498.41,15031.35,720,14,0.462,1,创业,0
32,56106.6,24129.58,781,14,0.174,0,消费,0
47,70840.18,15156.91,711,9,0.26,0,教育,0
28,94934.87,13440.14,661,16,0.076,0,创业,0
45,65584.17,11598.2,690,17,0.227,0,车贷,0
66,65502.87,2247.89,641,17,0.501,0,教育,1
24,81225.28,10170.39,745,14,0.501,0,创业,0
53,66108.18,28778.14,552,22,0.175,0,教育,1
21,78981.66,8810.64,626,5,0.099,0,教育,0
39,88727.74,10673.88,691,8,0.544,0,房贷,1
51,57789.78,22685.22,742,10,0.13,1,房贷,0
36,10000.0,1000.0,659,14,0.278,0,房贷,0
34,47005.6,17271.05,605,22,0.357,0,教育,1
68,91591.0,1000.0,645,2,0.158,0,车贷,0
25,64257.17,15393.1,634,18,0.155,0,房贷,0
61,57539.13,11809.52,638,0,0.801,0,教育,1
46,90669.27,17205.4,630,23,0.129,0,消费,0
48,62770.85,3393.97,630,16,0.316,0,消费,0
22,18964.27,7452.22,540,10,0.076,0,消费,1
26,31883.35,17644.45,681,17,0.56,1,教育,1
29,74210.26,7666.42,707,10,0.354,0,车贷,0
53,63528.4,18421.88,765,6,0.22,0,消费,0
61,97002.44,13777.94,720,0,0.442,0,房贷,0
45,48868.09,8211.11,717,11,0.581,0,消费,0
68,58190.98,9319.49,681,3,0.478,0,车贷,0
33,45540.93,12029.79,537,24,0.137,0,教育,0
29,53546.93,10128.45,680,7,0.31,0,车贷,0
33,23378.11,18207.12,668,14,0.516,0,房贷,1
51,56514.94,8844.13,732,10,0.466,0,车贷,0
61,63858.88,7129.24,700,7,0.374,0,车贷,0
31,62000.72,19737.14,651,11,0.116,0,创业,0
24,112290.17,8411.9,797,2,0.244,0,创业,0
54,105336.66,7406.84,719,20,0.467,0,消费,0
58,48480.21,1000.0,684,3,0.379,0,创业,0
66,20033.39,3164.22,692,11,0.094,0,消费,0
24,62817.59,4871.67,664,7,0.367,0,车贷,0
58,73283.22,7408.89,661,22,0.557,0,消费,0
39,46069.35,5861.82,508,22,0.264,1,房贷,1
26,47158.54,20355.93,596,9,0.382,0,消费,1
54,99816.21,5411.25,622,22,0.403,0,房贷,0
38,59333.87,6044.68,692,0,0.102,0,消费,0
33,79569.5,13323.06,544,12,0.281,0,消费,1
61,44533.27,2635.7,624,6,0.227,0,房贷,1
43,63747.31,25293.93,615,19,0.301,0,消费,1
39,57600.56,18818.33,668,2,0.298,0,消费,0
65,50141.79,2071.26,692,15,0.158,0,消费,0
31,90416.61,20616.17,615,11,0.365,0,消费,1
21,34444.71,22384.52,620,4,0.217,0,消费,0
44,71601.25,2292.02,612,17,0.344,0,车贷,0
27,57187.32,2096.08,633,7,0.136,0,房贷,0
45,74126.14,6811.49,656,11,0.097,0,车贷,0
41,57485.31,1000.0,752,24,0.332,0,车贷,0
35,84078.25,5367.55,589,20,0.338,0,车贷,1
21,44326.54,8598.94,783,2,0.302,0,教育,0
32,90466.17,16285.3,574,15,0.408,1,房贷,1
27,64366.34,12690.42,727,9,0.294,0,房贷,0
35,35772.94,10741.82,627,22,0.385,1,消费,1
41,79964.74,7893.03,596,16,0.216,0,房贷,0
39,60625.31,1000.0,752,9,0.665,1,房贷,0
49,27427.57,17029.6,666,2,0.526,1,教育,1
45,72314.3,16839.68,663,24,0.337,0,房贷,0
53,87145.11,6756.79,641,1,0.262,1,创业,1
69,93206.99,2640.18,619,13,0.637,0,消费,1
52,56676.26,25226.89,648,8,0.421,0,教育,1
69,68197.0,14097.21,434,16,0.507,0,房贷,1
55,66111.8,15374.23,530,3,0.14,0,车贷,1
64,97775.66,15741.26,687,21,0.287,0,消费,0
58,47169.25,1778.89,743,14,0.304,0,创业,0
46,54777.49,24743.85,755,12,0.778,0,教育,0
31,46636.15,8570.27,593,22,0.589,0,消费,1
55,33118.69,18987.36,673,18,0.304,0,房贷,0
28,70451.32,24396.68,506,8,0.368,0,消费,1
66,100228.56,12691.7,635,3,0.029,1,房贷,1
34,60633.34,1957.43,718,20,0.03,0,房贷,0
30,45598.27,1000.0,659,7,0.418,0,教育,0
22,69110.91,11673.47,637,14,0.343,0,房贷,0
66,77960.6,14126.23,659,13,0.226,0,消费,0
29,61560.01,7063.41,750,2,0.568,1,创业,0
23,95877.78,13153.33,643,23,0.103,0,车贷,0
41,47128.04,15657.93,665,16,0.621,0,车贷,0
46,58686.67,20448.39,766,7,0.38,0,房贷,0
28,71511.73,10057.19,644,13,0.331,0,车贷,0
68,73645.2,11614.6,545,12,0.444,0,教育,1
22,66039.02,10481.9,756,14,0.804,0,车贷,0
26,36874.76,12285.55,731,10,0.255,0,消费,0
48,116436.25,7637.93,505,14,0.287,0,消费,1
49,59808.66,7597.29,651,11,0.335,0,房贷,0
46,67425.89,8132.31,658,23,0.263,0,消费,0
45,78568.74,13328.26,756,21,0.144,0,创业,0
32,50996.88,4797.83,659,20,0.423,0,房贷,0
25,66252.38,8166.55,672,8,0.183,0,教育,0
54,50101.81,27373.01,674,21,0.413,0,消费,0
68,74142.12,19619.39,627,14,0.296,0,消费,0
57,58927.5,3864.81,751,0,0.352,0,车贷,0
35,70911.81,19349.72,605,11,0.516,0,消费,1
64,41976.18,17332.83,626,5,0.905,0,教育,1
56,46763.84,11116.68,660,0,0.046,0,车贷,0
35,34966.91,5982.23,566,21,0.389,0,消费,1
63,49368.34,5017.13,784,18,0.227,0,创业,0
68,10000.0,13902.64,660,21,0.491,0,消费,1
43,58243.8,4807.01,718,12,0.255,1,创业,0
26,53246.71,21326.38,593,5,0.287,0,车贷,1
66,68320.04,23736.86,710,16,0.347,0,房贷,0
64,65981.37,11636.16,716,12,0.249,0,教育,0
63,92655.75,21679.64,726,8,0.108,0,房贷,0
65,122074.82,8501.83,793,7,0.176,1,消费,0
41,90025.86,5928.01,621,14,0.435,0,房贷,1
43,55031.63,21352.34,647,17,0.249,0,教育,0
63,54145.4,25428.87,601,1,0.46,0,消费,1
36,84110.59,28686.84,653,20,0.115,0,教育,0
67,27966.42,14827.57,706,1,0.406,0,房贷,0
35,58065.54,19327.94,703,10,0.397,1,创业,0
45,59760.64,14640.25,775,0,0.175,1,消费,0
56,77850.89,23928.72,694,17,0.118,0,消费,0
31,78505.06,15682.92,660,20,0.301,1,消费,0
35,48619.67,18843.21,584,6,0.526,0,车贷,1
24,55883.8,2348.94,721,20,0.219,0,车贷,0
41,74792.29,10035.12,649,16,0.622,0,房贷,0
33,47423.75,18915.91,722,15,0.617,0,消费,0
42,91534.61,18153.77,630,6,0.141,0,车贷,0
39,78401.86,19640.68,744,21,0.257,0,消费,0
54,68773.21,13025.56,687,6,0.374,1,车贷,0
34,73600.69,6457.81,729,1,0.286,0,消费,0
24,54728.41,11498.95,687,4,0.192,0,房贷,0
